DeltaTime,SystemTime,Frame,DistanceTrackedObject_SpeedThisFrame,DistanceTrackedObject_DistanceTraveled,DistanceTrackedObject_TimeStartedInSeconds,DistanceTrackedObject_TimeSinceStarted,DistanceTrackedObject_Speed,DistanceTrackedObject_LastRecordedPositionDistanceTrackedObject_LastRecordedPosition_x,DistanceTrackedObject_LastRecordedPosition_y,DistanceTrackedObject_LastRecordedPosition_z,UserData_userID,
0.0014637,0.894927,269,0,0,0,0.894927,0,0,0,0,TestUser,
0.0014968,0.8964238,270,0,0,0,0.8964238,0,0,0,0,TestUser,
0.0016727,0.8980966,271,0,0,0,0.8980966,0,0,0,0,TestUser,
0.0021822,0.9002787,272,0,0,0,0.9002787,0,0,0,0,TestUser,
0.0018485,0.9021273,273,0,0,0,0.9021273,0,0,0,0,TestUser,
0.0016984,0.9038256,274,0,0,0,0.9038256,0,0,0,0,TestUser,
0.0015655,0.9053912,275,0,0,0,0.9053912,0,0,0,0,TestUser,
0.0016043,0.9069954,276,0,0,0,0.9069954,0,0,0,0,TestUser,
0.0019046,0.9089,277,0,0,0,0.9089,0,0,0,0,TestUser,
0.0016701,0.9105701,278,0,0,0,0.9105701,0,0,0,0,TestUser,
0.0015994,0.9121695,279,0,0,0,0.9121695,0,0,0,0,TestUser,
0.001747,0.9139165,280,0,0,0,0.9139165,0,0,0,0,TestUser,
0.0026064,0.9165229,281,0,0,0,0.9165229,0,0,0,0,TestUser,
0.0019626,0.9184855,282,0,0,0,0.9184855,0,0,0,0,TestUser,
0.0015946,0.9200801,283,0,0,0,0.9200801,0,0,0,0,TestUser,
0.002069,0.9221491,284,0,0,0,0.9221491,0,0,0,0,TestUser,
0.0018373,0.9239864,285,0,0,0,0.9239864,0,0,0,0,TestUser,
0.0015756,0.925562,286,0,0,0,0.925562,0,0,0,0,TestUser,
0.0015037,0.9270657,287,0,0,0,0.9270657,0,0,0,0,TestUser,
0.0016227,0.9286885,288,0,0,0,0.9286885,0,0,0,0,TestUser,
0.0015947,0.9302831,289,0,0,0,0.9302831,0,0,0,0,TestUser,
0.0019569,0.9322401,290,0,0,0,0.9322401,0,0,0,0,TestUser,
0.0023112,0.9345512,291,0,0,0,0.9345512,0,0,0,0,TestUser,
0.0024596,0.9370108,292,0,0,0,0.9370108,0,0,0,0,TestUser,
0.0018554,0.9388663,293,0,0,0,0.9388663,0,0,0,0,TestUser,
0.002035,0.9409012,294,0,0,0,0.9409012,0,0,0,0,TestUser,
0.0017941,0.9426953,295,0,0,0,0.9426953,0,0,0,0,TestUser,
0.0016868,0.9443821,296,0,0,0,0.9443821,0,0,0,0,TestUser,
0.0016015,0.9459836,297,0,0,0,0.9459836,0,0,0,0,TestUser,
0.0016273,0.9476109,298,0,0,0,0.9476109,0,0,0,0,TestUser,
0.0023147,0.9499257,299,0,0,0,0.9499257,0,0,0,0,TestUser,
0.0018082,0.9517338,300,0,0,0,0.9517338,0,0,0,0,TestUser,
0.0020684,0.9538022,301,0,0,0,0.9538022,0,0,0,0,TestUser,
0.0016485,0.9554507,302,0,0,0,0.9554507,0,0,0,0,TestUser,
0.0020299,0.9574807,303,0,0,0,0.9574807,0,0,0,0,TestUser,
0.0015406,0.9590213,304,0,0,0,0.9590213,0,0,0,0,TestUser,
0.0015456,0.9605668,305,0,0,0,0.9605668,0,0,0,0,TestUser,
0.0018893,0.9624562,306,0,0,0,0.9624562,0,0,0,0,TestUser,
0.003203,0.9656591,307,0,0,0,0.9656591,0,0,0,0,TestUser,
0.0021986,0.9678577,308,0,0,0,0.9678577,0,0,0,0,TestUser,
0.0017476,0.9696053,309,0,0,0,0.9696053,0,0,0,0,TestUser,
0.001602,0.9712073,310,0,0,0,0.9712073,0,0,0,0,TestUser,
0.002322,0.9735293,311,0,0,0,0.9735293,0,0,0,0,TestUser,
0.0016167,0.9751461,312,0,0,0,0.9751461,0,0,0,0,TestUser,
0.0014917,0.9766377,313,0,0,0,0.9766377,0,0,0,0,TestUser,
0.0014289,0.9780666,314,0,0,0,0.9780666,0,0,0,0,TestUser,
0.0017536,0.9798203,315,0,0,0,0.9798203,0,0,0,0,TestUser,
0.002141,0.9819613,316,0,0,0,0.9819613,0,0,0,0,TestUser,
0.0023362,0.9842975,317,0,0,0,0.9842975,0,0,0,0,TestUser,
0.0016163,0.9859138,318,0,0,0,0.9859138,0,0,0,0,TestUser,
0.0015325,0.9874462,319,0,0,0,0.9874462,0,0,0,0,TestUser,
0.0016611,0.9891074,320,0,0,0,0.9891074,0,0,0,0,TestUser,
0.0017299,0.9908372,321,0,0,0,0.9908372,0,0,0,0,TestUser,
0.0016325,0.9924697,322,0,0,0,0.9924697,0,0,0,0,TestUser,
0.0016453,0.9941151,323,0,0,0,0.9941151,0,0,0,0,TestUser,
0.0017252,0.9958403,324,0,0,0,0.9958403,0,0,0,0,TestUser,
0.0022614,0.9981017,325,0,0,0,0.9981017,0,0,0,0,TestUser,
0.0025109,1.000612,326,0,0,0,1.000612,0,0,0,0,TestUser,
0.002383,1.002995,327,0,0,0,1.002995,0,0,0,0,TestUser,
0.0016769,1.004672,328,0,0,0,1.004672,0,0,0,0,TestUser,
0.0016504,1.006323,329,0,0,0,1.006323,0,0,0,0,TestUser,
0.0015459,1.007869,330,0,0,0,1.007869,0,0,0,0,TestUser,
0.0016522,1.009521,331,0,0,0,1.009521,0,0,0,0,TestUser,
0.0017106,1.011232,332,0,0,0,1.011232,0,0,0,0,TestUser,
0.0017355,1.012967,333,0,0,0,1.012967,0,0,0,0,TestUser,
0.0021765,1.015144,334,0,0,0,1.015144,0,0,0,0,TestUser,
0.0019093,1.017053,335,0,0,0,1.017053,0,0,0,0,TestUser,
0.00169,1.018743,336,0,0,0,1.018743,0,0,0,0,TestUser,
0.0017955,1.020538,337,0,0,0,1.020538,0,0,0,0,TestUser,
0.0018791,1.022417,338,0,0,0,1.022417,0,0,0,0,TestUser,
0.0017052,1.024123,339,0,0,0,1.024123,0,0,0,0,TestUser,
0.0016845,1.025807,340,0,0,0,1.025807,0,0,0,0,TestUser,
0.0015426,1.02735,341,0,0,0,1.02735,0,0,0,0,TestUser,
0.0023283,1.029678,342,0,0,0,1.029678,0,0,0,0,TestUser,
0.0017392,1.031417,343,0,0,0,1.031417,0,0,0,0,TestUser,
0.0019048,1.033322,344,0,0,0,1.033322,0,0,0,0,TestUser,
0.0018641,1.035186,345,0,0,0,1.035186,0,0,0,0,TestUser,
0.0019745,1.037161,346,0,0,0,1.037161,0,0,0,0,TestUser,
0.0015152,1.038676,347,0,0,0,1.038676,0,0,0,0,TestUser,
0.0014978,1.040174,348,0,0,0,1.040174,0,0,0,0,TestUser,
0.0017352,1.041909,349,0,0,0,1.041909,0,0,0,0,TestUser,
0.0022422,1.044151,350,0,0,0,1.044151,0,0,0,0,TestUser,
0.0017197,1.045871,351,0,0,0,1.045871,0,0,0,0,TestUser,
0.0016438,1.047515,352,0,0,0,1.047515,0,0,0,0,TestUser,
0.0022943,1.049809,353,0,0,0,1.049809,0,0,0,0,TestUser,
0.0023173,1.052126,354,0,0,0,1.052126,0,0,0,0,TestUser,
0.0018971,1.054023,355,0,0,0,1.054023,0,0,0,0,TestUser,
0.0015994,1.055623,356,0,0,0,1.055623,0,0,0,0,TestUser,
0.0016697,1.057292,357,0,0,0,1.057292,0,0,0,0,TestUser,
0.0017709,1.059063,358,0,0,0,1.059063,0,0,0,0,TestUser,
0.0031524,1.062216,359,0,0,0,1.062216,0,0,0,0,TestUser,
0.0024063,1.064622,360,0,0,0,1.064622,0,0,0,0,TestUser,
0.003726,1.068348,361,0,0,0,1.068348,0,0,0,0,TestUser,
0.0016984,1.070046,362,0,0,0,1.070046,0,0,0,0,TestUser,
0.0016629,1.071709,363,0,0,0,1.071709,0,0,0,0,TestUser,
0.0015819,1.073291,364,0,0,0,1.073291,0,0,0,0,TestUser,
0.0024634,1.075755,365,0,0,0,1.075755,0,0,0,0,TestUser,
0.0024149,1.078169,366,0,0,0,1.078169,0,0,0,0,TestUser,
0.0016835,1.079853,367,0,0,0,1.079853,0,0,0,0,TestUser,
0.0020198,1.081873,368,0,0,0,1.081873,0,0,0,0,TestUser,
0.0030422,1.084915,369,0,0,0,1.084915,0,0,0,0,TestUser,
0.0016718,1.086587,370,0,0,0,1.086587,0,0,0,0,TestUser,
0.0015719,1.088159,371,0,0,0,1.088159,0,0,0,0,TestUser,
0.0015393,1.089698,372,0,0,0,1.089698,0,0,0,0,TestUser,
0.001532,1.09123,373,0,0,0,1.09123,0,0,0,0,TestUser,
0.001832,1.093062,374,0,0,0,1.093062,0,0,0,0,TestUser,
0.001797,1.094859,375,0,0,0,1.094859,0,0,0,0,TestUser,
0.0018279,1.096687,376,0,0,0,1.096687,0,0,0,0,TestUser,
0.0019071,1.098594,377,0,0,0,1.098594,0,0,0,0,TestUser,
0.0021171,1.100711,378,0,0,0,1.100711,0,0,0,0,TestUser,
0.0017807,1.102492,379,0,0,0,1.102492,0,0,0,0,TestUser,
0.0016019,1.104094,380,0,0,0,1.104094,0,0,0,0,TestUser,
0.0017065,1.1058,381,0,0,0,1.1058,0,0,0,0,TestUser,
0.0015189,1.107319,382,0,0,0,1.107319,0,0,0,0,TestUser,
0.0019126,1.109232,383,0,0,0,1.109232,0,0,0,0,TestUser,
0.001877,1.111109,384,0,0,0,1.111109,0,0,0,0,TestUser,
0.0022005,1.113309,385,0,0,0,1.113309,0,0,0,0,TestUser,
0.0019771,1.115286,386,0,0,0,1.115286,0,0,0,0,TestUser,
0.002982,1.118268,387,0,0,0,1.118268,0,0,0,0,TestUser,
0.0018438,1.120112,388,0,0,0,1.120112,0,0,0,0,TestUser,
0.0017757,1.121888,389,0,0,0,1.121888,0,0,0,0,TestUser,
0.0015947,1.123482,390,0,0,0,1.123482,0,0,0,0,TestUser,
0.0021599,1.125642,391,0,0,0,1.125642,0,0,0,0,TestUser,
0.0015109,1.127153,392,0,0,0,1.127153,0,0,0,0,TestUser,
0.0014609,1.128614,393,0,0,0,1.128614,0,0,0,0,TestUser,
0.0014682,1.130082,394,0,0,0,1.130082,0,0,0,0,TestUser,
0.0027312,1.132814,395,0,0,0,1.132814,0,0,0,0,TestUser,
0.0021931,1.135007,396,0,0,0,1.135007,0,0,0,0,TestUser,
0.0024093,1.137416,397,0,0,0,1.137416,0,0,0,0,TestUser,
0.0068003,1.144216,398,0,0,0,1.144216,0,0,0,0,TestUser,
0.002082,1.146298,399,0,0,0,1.146298,0,0,0,0,TestUser,
0.0020311,1.148329,400,0,0,0,1.148329,0,0,0,0,TestUser,
0.0027947,1.151124,401,0,0,0,1.151124,0,0,0,0,TestUser,
0.0019258,1.15305,402,0,0,0,1.15305,0,0,0,0,TestUser,
0.0017311,1.154781,403,0,0,0,1.154781,0,0,0,0,TestUser,
0.0022166,1.156998,404,0,0,0,1.156998,0,0,0,0,TestUser,
0.0016489,1.158646,405,0,0,0,1.158646,0,0,0,0,TestUser,
0.0015743,1.160221,406,0,0,0,1.160221,0,0,0,0,TestUser,
0.0018007,1.162021,407,0,0,0,1.162021,0,0,0,0,TestUser,
0.001568,1.163589,408,0,0,0,1.163589,0,0,0,0,TestUser,
0.0030926,1.166682,409,0,0,0,1.166682,0,0,0,0,TestUser,
0.0019099,1.168592,410,0,0,0,1.168592,0,0,0,0,TestUser,
0.0015128,1.170105,411,0,0,0,1.170105,0,0,0,0,TestUser,
0.0015591,1.171664,412,0,0,0,1.171664,0,0,0,0,TestUser,
0.0020744,1.173738,413,0,0,0,1.173738,0,0,0,0,TestUser,
0.0015618,1.1753,414,0,0,0,1.1753,0,0,0,0,TestUser,
0.001479,1.176779,415,0,0,0,1.176779,0,0,0,0,TestUser,
0.0015507,1.17833,416,0,0,0,1.17833,0,0,0,0,TestUser,
0.0020941,1.180424,417,0,0,0,1.180424,0,0,0,0,TestUser,
0.0027273,1.183151,418,0,0,0,1.183151,0,0,0,0,TestUser,
0.0018983,1.185049,419,0,0,0,1.185049,0,0,0,0,TestUser,
0.0018074,1.186857,420,0,0,0,1.186857,0,0,0,0,TestUser,
0.0018755,1.188732,421,0,0,0,1.188732,0,0,0,0,TestUser,
0.0015951,1.190327,422,0,0,0,1.190327,0,0,0,0,TestUser,
0.0016117,1.191939,423,0,0,0,1.191939,0,0,0,0,TestUser,
0.0015083,1.193447,424,0,0,0,1.193447,0,0,0,0,TestUser,
0.001776,1.195223,425,0,0,0,1.195223,0,0,0,0,TestUser,
0.0019074,1.197131,426,0,0,0,1.197131,0,0,0,0,TestUser,
0.0019787,1.19911,427,0,0,0,1.19911,0,0,0,0,TestUser,
0.0020123,1.201122,428,0,0,0,1.201122,0,0,0,0,TestUser,
0.0021138,1.203236,429,0,0,0,1.203236,0,0,0,0,TestUser,
0.0021417,1.205377,430,0,0,0,1.205377,0,0,0,0,TestUser,
0.0015851,1.206962,431,0,0,0,1.206962,0,0,0,0,TestUser,
0.0015434,1.208506,432,0,0,0,1.208506,0,0,0,0,TestUser,
0.0014621,1.209968,433,0,0,0,1.209968,0,0,0,0,TestUser,
0.002834,1.212802,434,0,0,0,1.212802,0,0,0,0,TestUser,
0.0022312,1.215033,435,0,0,0,1.215033,0,0,0,0,TestUser,
0.0024439,1.217477,436,0,0,0,1.217477,0,0,0,0,TestUser,
0.001881,1.219358,437,0,0,0,1.219358,0,0,0,0,TestUser,
0.0028113,1.222169,438,0,0,0,1.222169,0,0,0,0,TestUser,
0.0022678,1.224437,439,0,0,0,1.224437,0,0,0,0,TestUser,
0.0022849,1.226722,440,0,0,0,1.226722,0,0,0,0,TestUser,
0.002186,1.228908,441,0,0,0,1.228908,0,0,0,0,TestUser,
0.0018654,1.230773,442,0,0,0,1.230773,0,0,0,0,TestUser,
0.0021205,1.232894,443,0,0,0,1.232894,0,0,0,0,TestUser,
0.0017802,1.234674,444,0,0,0,1.234674,0,0,0,0,TestUser,
0.0017353,1.236409,445,0,0,0,1.236409,0,0,0,0,TestUser,
0.0015396,1.237949,446,0,0,0,1.237949,0,0,0,0,TestUser,
0.0015928,1.239542,447,0,0,0,1.239542,0,0,0,0,TestUser,
0.0019554,1.241497,448,0,0,0,1.241497,0,0,0,0,TestUser,
0.0019785,1.243476,449,0,0,0,1.243476,0,0,0,0,TestUser,
0.0020401,1.245516,450,0,0,0,1.245516,0,0,0,0,TestUser,
0.0015779,1.247094,451,0,0,0,1.247094,0,0,0,0,TestUser,
0.0022434,1.249337,452,0,0,0,1.249337,0,0,0,0,TestUser,
0.0021784,1.251516,453,0,0,0,1.251516,0,0,0,0,TestUser,
0.0023714,1.253887,454,0,0,0,1.253887,0,0,0,0,TestUser,
0.0018501,1.255737,455,0,0,0,1.255737,0,0,0,0,TestUser,
0.001915,1.257652,456,0,0,0,1.257652,0,0,0,0,TestUser,
0.0018162,1.259468,457,0,0,0,1.259468,0,0,0,0,TestUser,
0.002593,1.262061,458,0,0,0,1.262061,0,0,0,0,TestUser,
0.0019991,1.26406,459,0,0,0,1.26406,0,0,0,0,TestUser,
0.0019136,1.265974,460,0,0,0,1.265974,0,0,0,0,TestUser,
0.0023781,1.268352,461,0,0,0,1.268352,0,0,0,0,TestUser,
0.0015894,1.269941,462,0,0,0,1.269941,0,0,0,0,TestUser,
0.0015939,1.271535,463,0,0,0,1.271535,0,0,0,0,TestUser,
0.0016197,1.273155,464,0,0,0,1.273155,0,0,0,0,TestUser,
0.0015344,1.274689,465,0,0,0,1.274689,0,0,0,0,TestUser,
0.002169,1.276858,466,0,0,0,1.276858,0,0,0,0,TestUser,
0.0016645,1.278523,467,0,0,0,1.278523,0,0,0,0,TestUser,
0.0016065,1.280129,468,0,0,0,1.280129,0,0,0,0,TestUser,
0.0021324,1.282262,469,0,0,0,1.282262,0,0,0,0,TestUser,
0.0022806,1.284542,470,0,0,0,1.284542,0,0,0,0,TestUser,
0.0017043,1.286247,471,0,0,0,1.286247,0,0,0,0,TestUser,
0.0020569,1.288304,472,0,0,0,1.288304,0,0,0,0,TestUser,
0.0016564,1.28996,473,0,0,0,1.28996,0,0,0,0,TestUser,
0.0017587,1.291719,474,0,0,0,1.291719,0,0,0,0,TestUser,
0.0022139,1.293933,475,0,0,0,1.293933,0,0,0,0,TestUser,
0.00187,1.295803,476,0,0,0,1.295803,0,0,0,0,TestUser,
0.001817,1.29762,477,0,0,0,1.29762,0,0,0,0,TestUser,
0.0022771,1.299897,478,0,0,0,1.299897,0,0,0,0,TestUser,
0.0024298,1.302327,479,0,0,0,1.302327,0,0,0,0,TestUser,
0.0019248,1.304251,480,0,0,0,1.304251,0,0,0,0,TestUser,
0.0015617,1.305813,481,0,0,0,1.305813,0,0,0,0,TestUser,
0.0016698,1.307483,482,0,0,0,1.307483,0,0,0,0,TestUser,
0.0020072,1.30949,483,0,0,0,1.30949,0,0,0,0,TestUser,
0.001522,1.311012,484,0,0,0,1.311012,0,0,0,0,TestUser,
0.0015435,1.312556,485,0,0,0,1.312556,0,0,0,0,TestUser,
0.0017897,1.314345,486,0,0,0,1.314345,0,0,0,0,TestUser,
0.0021984,1.316544,487,0,0,0,1.316544,0,0,0,0,TestUser,
0.0018224,1.318366,488,0,0,0,1.318366,0,0,0,0,TestUser,
0.0015808,1.319947,489,0,0,0,1.319947,0,0,0,0,TestUser,
0.0014965,1.321443,490,0,0,0,1.321443,0,0,0,0,TestUser,
0.0018409,1.323284,491,0,0,0,1.323284,0,0,0,0,TestUser,
0.0019854,1.32527,492,0,0,0,1.32527,0,0,0,0,TestUser,
0.0014922,1.326762,493,0,0,0,1.326762,0,0,0,0,TestUser,
0.001494,1.328256,494,0,0,0,1.328256,0,0,0,0,TestUser,
0.0015118,1.329768,495,0,0,0,1.329768,0,0,0,0,TestUser,
0.0019819,1.33175,496,0,0,0,1.33175,0,0,0,0,TestUser,
0.0026043,1.334354,497,0,0,0,1.334354,0,0,0,0,TestUser,
0.0017832,1.336137,498,0,0,0,1.336137,0,0,0,0,TestUser,
0.0019523,1.338089,499,0,0,0,1.338089,0,0,0,0,TestUser,
0.0015638,1.339653,500,0,0,0,1.339653,0,0,0,0,TestUser,
0.0018061,1.341459,501,0,0,0,1.341459,0,0,0,0,TestUser,
0.0017963,1.343256,502,0,0,0,1.343256,0,0,0,0,TestUser,
0.0016251,1.344881,503,0,0,0,1.344881,0,0,0,0,TestUser,
0.0016518,1.346532,504,0,0,0,1.346532,0,0,0,0,TestUser,
0.0023023,1.348835,505,0,0,0,1.348835,0,0,0,0,TestUser,
0.0026023,1.351437,506,0,0,0,1.351437,0,0,0,0,TestUser,
0.0021257,1.353563,507,0,0,0,1.353563,0,0,0,0,TestUser,
0.0019788,1.355542,508,0,0,0,1.355542,0,0,0,0,TestUser,
0.0022057,1.357747,509,0,0,0,1.357747,0,0,0,0,TestUser,
0.0016049,1.359352,510,0,0,0,1.359352,0,0,0,0,TestUser,
0.0015248,1.360877,511,0,0,0,1.360877,0,0,0,0,TestUser,
0.0017761,1.362653,512,0,0,0,1.362653,0,0,0,0,TestUser,
0.0022765,1.36493,513,0,0,0,1.36493,0,0,0,0,TestUser,
0.0019932,1.366923,514,0,0,0,1.366923,0,0,0,0,TestUser,
0.0021277,1.36905,515,0,0,0,1.36905,0,0,0,0,TestUser,
0.0015325,1.370583,516,0,0,0,1.370583,0,0,0,0,TestUser,
0.0019896,1.372573,517,0,0,0,1.372573,0,0,0,0,TestUser,
0.0015881,1.374161,518,0,0,0,1.374161,0,0,0,0,TestUser,
0.0015274,1.375688,519,0,0,0,1.375688,0,0,0,0,TestUser,
0.0016037,1.377292,520,0,0,0,1.377292,0,0,0,0,TestUser,
0.0016993,1.378991,521,0,0,0,1.378991,0,0,0,0,TestUser,
0.001683,1.380674,522,0,0,0,1.380674,0,0,0,0,TestUser,
0.0024798,1.383154,523,0,0,0,1.383154,0,0,0,0,TestUser,
0.0018703,1.385024,524,0,0,0,1.385024,0,0,0,0,TestUser,
0.0015484,1.386573,525,0,0,0,1.386573,0,0,0,0,TestUser,
0.0014962,1.388069,526,0,0,0,1.388069,0,0,0,0,TestUser,
0.0014204,1.389489,527,0,0,0,1.389489,0,0,0,0,TestUser,
0.001426,1.390915,528,0,0,0,1.390915,0,0,0,0,TestUser,
0.0014654,1.392381,529,0,0,0,1.392381,0,0,0,0,TestUser,
0.0020842,1.394465,530,0,0,0,1.394465,0,0,0,0,TestUser,
0.0016432,1.396108,531,0,0,0,1.396108,0,0,0,0,TestUser,
0.0017872,1.397895,532,0,0,0,1.397895,0,0,0,0,TestUser,
0.0018981,1.399793,533,0,0,0,1.399793,0,0,0,0,TestUser,
0.0016887,1.401482,534,0,0,0,1.401482,0,0,0,0,TestUser,
0.0017502,1.403232,535,0,0,0,1.403232,0,0,0,0,TestUser,
0.0015461,1.404778,536,0,0,0,1.404778,0,0,0,0,TestUser,
0.0014822,1.40626,537,0,0,0,1.40626,0,0,0,0,TestUser,
0.0017606,1.408021,538,0,0,0,1.408021,0,0,0,0,TestUser,
0.00256,1.410581,539,0,0,0,1.410581,0,0,0,0,TestUser,
0.002409,1.41299,540,0,0,0,1.41299,0,0,0,0,TestUser,
0.0021677,1.415158,541,0,0,0,1.415158,0,0,0,0,TestUser,
0.0027905,1.417948,542,0,0,0,1.417948,0,0,0,0,TestUser,
0.0019129,1.419861,543,0,0,0,1.419861,0,0,0,0,TestUser,
0.0014899,1.421351,544,0,0,0,1.421351,0,0,0,0,TestUser,
0.0017212,1.423072,545,0,0,0,1.423072,0,0,0,0,TestUser,
0.0019793,1.425052,546,0,0,0,1.425052,0,0,0,0,TestUser,
0.0015295,1.426581,547,0,0,0,1.426581,0,0,0,0,TestUser,
0.0015777,1.428159,548,0,0,0,1.428159,0,0,0,0,TestUser,
